BPM,beats,energy,global_bpm
0.9,1.0,0.1271731574996553,139.4038137969714
0.895,0.0,0.06942012393398224,139.4038137969714
0.895,0.0,0.012337176458392652,139.4038137969714
0.895,1.0,0.013474234132520706,139.4038137969714
0.89,0.0,0.022427134071705938,139.4038137969714
0.89,0.0,0.013162314638524518,139.4038137969714
0.89,0.0,0.018332585704934328,139.4038137969714
0.885,1.0,0.021412114508603232,139.4038137969714
0.885,0.0,0.018126809547995948,139.4038137969714
0.885,0.0,0.005104242437111821,139.4038137969714
0.885,1.0,0.13440120941679848,139.4038137969714
0.88,0.0,0.02968701521780706,139.4038137969714
0.88,0.0,0.00441480867744249,139.4038137969714
0.88,1.0,0.034578091756176155,139.4038137969714
0.875,0.0,0.030671404850342844,139.4038137969714
0.875,0.0,0.0038436012474565265,139.4038137969714
0.875,0.0,0.005549448406851882,139.4038137969714
0.875,1.0,0.02185253765690617,139.4038137969714
0.87,0.0,0.04165089268477147,139.4038137969714
0.87,0.0,0.0042020707984464474,139.4038137969714
0.87,1.0,0.003279319661083085,139.4038137969714
0.87,0.0,0.02631920119746111,139.4038137969714
0.87,0.0,0.015620067491942767,139.4038137969714
0.87,0.0,0.005947887870209851,139.4038137969714
0.865,1.0,0.010318000877416201,139.4038137969714
0.865,0.0,0.011773050835406097,139.4038137969714
0.865,0.0,0.009460662036847076,139.4038137969714
0.865,1.0,0.11015665324955261,139.4038137969714
0.865,0.0,0.024312501479700176,139.4038137969714
0.865,0.0,0.005207435594093728,139.4038137969714
0.87,0.0,0.021499776914087984,139.4038137969714
0.87,1.0,0.021647177146602685,139.4038137969714
0.87,0.0,0.007685183982673193,139.4038137969714
0.87,0.0,0.001423831418193754,139.4038137969714
0.87,1.0,0.0028786437297842775,139.4038137969714
0.87,0.0,0.018366065734610054,139.4038137969714
0.87,0.0,0.006323096136517672,139.4038137969714
0.875,0.0,0.00872165094686847,139.4038137969714
0.875,1.0,0.04186374949518779,139.4038137969714
0.875,0.0,0.03655173191611425,139.4038137969714
0.875,0.0,0.014577843222022767,139.4038137969714
0.875,1.0,0.010636992943640981,139.4038137969714
0.875,0.0,0.012607668798871893,139.4038137969714
0.875,0.0,0.007153000870610687,139.4038137969714
0.88,1.0,0.08940771996051847,139.4038137969714
0.88,0.0,0.0321812440443466,139.4038137969714
0.88,0.0,0.003911656620420364,139.4038137969714
0.88,0.0,0.007954234118505503,139.4038137969714
0.88,1.0,0.02464112879348953,139.4038137969714
0.88,0.0,0.018754995418803284,139.4038137969714
0.88,0.0,0.0022041740083269448,139.4038137969714
0.875,1.0,0.023695067377086355,139.4038137969714
0.875,0.0,0.08298902101169671,139.4038137969714
0.875,0.0,0.009839502671654584,139.4038137969714
0.875,0.0,0.0039888092795974245,139.4038137969714
0.875,1.0,0.031314250622829824,139.4038137969714
0.875,0.0,0.0193702866855234,139.4038137969714
0.875,0.0,0.009141513482140998,139.4038137969714
0.875,1.0,0.009907478911846518,139.4038137969714
0.875,0.0,0.011161017789103491,139.4038137969714
0.875,0.0,0.005132090894229719,139.4038137969714
0.875,0.0,0.044495972571129895,139.4038137969714
0.875,1.0,0.037030460166706074,139.4038137969714
0.875,0.0,0.011193013185986209,139.4038137969714
0.875,0.0,0.003813073651578976,139.4038137969714
0.875,1.0,0.03549121175045061,139.4038137969714
0.875,0.0,0.03315024675207363,139.4038137969714
0.875,0.0,0.004624697381233802,139.4038137969714
0.875,1.0,0.019946380349728638,139.4038137969714
0.875,0.0,0.3987875488440888,139.4038137969714
0.875,0.0,0.034374708612650566,139.4038137969714
0.88,0.0,0.018520445812376468,139.4038137969714
0.88,1.0,0.05136444120004319,139.4038137969714
0.88,0.0,0.03238684417221379,139.4038137969714
0.88,0.0,0.018006515706403416,139.4038137969714
0.88,1.0,0.008921709543965246,139.4038137969714
0.88,0.0,0.01551804968560259,139.4038137969714
0.88,0.0,0.011628258282329959,139.4038137969714
0.875,0.0,0.01394535558273136,139.4038137969714
0.875,1.0,0.051367948449089006,139.4038137969714
0.875,0.0,0.02017610798594552,139.4038137969714
0.875,0.0,0.004802440226561736,139.4038137969714
0.875,1.0,0.05259294668304936,139.4038137969714
0.875,0.0,0.0476603976062997,139.4038137969714
0.875,0.0,0.007500986057980933,139.4038137969714
0.87,0.0,0.021630851159432096,139.4038137969714
0.87,1.0,0.08166523616755463,139.4038137969714
0.87,0.0,0.022393965852372702,139.4038137969714
0.87,0.0,0.014988985952776814,139.4038137969714
0.87,1.0,0.01555241798833084,139.4038137969714
0.87,0.0,0.011498969895019017,139.4038137969714
0.87,0.0,0.009761190386413016,139.4038137969714
0.87,1.0,0.004165559163473221,139.4038137969714
0.865,0.0,0.00739159636422802,139.4038137969714
0.865,0.0,0.011204210154138633,139.4038137969714
0.87,0.0,0.025254140934671647,139.4038137969714
0.87,1.0,0.07803344277177678,139.4038137969714
0.87,0.0,0.0463768581901004,139.4038137969714
0.87,0.0,0.004288149992302522,139.4038137969714
0.87,1.0,0.060012439635255176,139.4038137969714
0.87,0.0,0.054105948867798154,139.4038137969714
0.87,0.0,0.013188706536033792,139.4038137969714
0.875,0.0,0.0021446324594713187,139.4038137969714
0.875,1.0,0.03411445094354242,139.4038137969714
0.875,0.0,0.011617693649147026,139.4038137969714
0.875,0.0,0.013847849472306458,139.4038137969714
0.88,1.0,0.010658542848082028,139.4038137969714
0.88,0.0,0.024172325635826563,139.4038137969714
0.88,0.0,0.014222210635768338,139.4038137969714
0.88,0.0,0.006233428848412616,139.4038137969714
0.885,1.0,0.008013703786526737,139.4038137969714
0.885,0.0,0.006313088731411251,139.4038137969714
0.885,0.0,0.019541644342993658,139.4038137969714
0.885,1.0,0.10582027737271357,139.4038137969714
0.885,0.0,0.04414342594189466,139.4038137969714
0.885,0.0,0.007697041935287944,139.4038137969714
0.885,1.0,0.04900866851297051,139.4038137969714
0.885,0.0,0.05159628470134292,139.4038137969714
0.885,0.0,0.01743727900946148,139.4038137969714
0.885,0.0,0.011444229177250137,139.4038137969714
0.885,1.0,0.034320032449179534,139.4038137969714
0.885,0.0,0.04424764273396103,139.4038137969714
0.885,0.0,0.015647073377966902,139.4038137969714
0.88,1.0,0.004982303091514482,139.4038137969714
0.88,0.0,0.016169978102713214,139.4038137969714
