BPM,beats,energy,global_bpm
0.3128205128205128,0.0,0.0,128.4644077448747
0.3128205128205128,0.0,0.0006151266056581275,128.4644077448747
0.3128205128205128,1.0,0.009841498077129682,128.4644077448747
0.3128205128205128,0.0,0.024278142386473116,128.4644077448747
0.3128205128205128,0.0,0.014915134615929597,128.4644077448747
0.31794871794871793,0.0,0.014456628904194812,128.4644077448747
0.31794871794871793,0.0,0.01960383636619423,128.4644077448747
0.31794871794871793,0.0,0.008525129142124492,128.4644077448747
0.31794871794871793,0.0,0.008992011309693074,128.4644077448747
0.31794871794871793,0.0,0.01254766541220127,128.4644077448747
0.3230769230769231,0.0,0.010503881818779547,128.4644077448747
0.3230769230769231,1.0,0.00936941572064799,128.4644077448747
0.3230769230769231,0.0,0.007883026111089668,128.4644077448747
0.3230769230769231,1.0,0.009509210062232635,128.4644077448747
0.3230769230769231,0.0,0.0043138452016778924,128.4644077448747
0.3230769230769231,0.0,0.003454520199088416,128.4644077448747
0.3230769230769231,0.0,0.005177712517524603,128.4644077448747
0.3282051282051282,0.0,0.004843877350724855,128.4644077448747
0.3282051282051282,0.0,0.0020820226104810865,128.4644077448747
0.3282051282051282,0.0,0.001822219991340235,128.4644077448747
0.9282051282051282,1.0,0.0011808694563300321,128.4644077448747
0.9282051282051282,0.0,0.0018297175584200325,128.4644077448747
0.9282051282051282,0.0,0.0011026435965655064,128.4644077448747
0.9282051282051282,0.0,0.0010973322303218375,128.4644077448747
0.9333333333333333,1.0,0.0010997275167240013,128.4644077448747
0.9333333333333333,0.0,0.0011338726586330725,128.4644077448747
0.9333333333333333,0.0,0.0006926447085458889,128.4644077448747
0.9333333333333333,1.0,0.0005110098228795732,128.4644077448747
0.9333333333333333,0.0,0.00050190413711654,128.4644077448747
0.9333333333333333,0.0,0.00037015419374352316,128.4644077448747
0.9333333333333333,1.0,0.0006792347986359157,128.4644077448747
0.9333333333333333,0.0,0.005227206754308166,128.4644077448747
0.9333333333333333,0.0,0.007089900060826223,128.4644077448747
0.9333333333333333,0.0,0.008188615233803924,128.4644077448747
0.9333333333333333,1.0,0.007789125632354424,128.4644077448747
0.9333333333333333,0.0,0.0026315223275419483,128.4644077448747
0.9333333333333333,0.0,0.0027420910197624754,128.4644077448747
0.9333333333333333,1.0,0.0027467082190910097,128.4644077448747
0.9333333333333333,0.0,0.0015016826499885292,128.4644077448747
0.9333333333333333,0.0,0.0012239751536435575,128.4644077448747
0.9333333333333333,1.0,0.00402662800808355,128.4644077448747
0.9333333333333333,0.0,0.038215023128704007,128.4644077448747
0.9384615384615385,0.0,0.031128957688294167,128.4644077448747
0.9384615384615385,1.0,0.013278305005557453,128.4644077448747
0.9384615384615385,0.0,0.012291643763774462,128.4644077448747
0.9384615384615385,0.0,0.0189145309980271,128.4644077448747
0.2,1.0,0.019405261633002133,128.4644077448747
0.2,0.0,0.008215125689391888,128.4644077448747
0.2,0.0,0.011887052453964393,128.4644077448747
0.20512820512820512,0.0,0.014073614659335524,128.4644077448747
0.20512820512820512,0.0,0.006610612453496533,128.4644077448747
0.21025641025641026,0.0,0.00529492463495527,128.4644077448747
0.21025641025641026,0.0,0.004507856901840583,128.4644077448747
0.2153846153846154,0.0,0.006934195294926433,128.4644077448747
0.2153846153846154,1.0,0.006924644423093017,128.4644077448747
0.2205128205128205,0.0,0.007499554603479385,128.4644077448747
0.2205128205128205,0.0,0.0045173330031022954,128.4644077448747
0.22564102564102564,1.0,0.003718396512856631,128.4644077448747
0.22564102564102564,0.0,0.0029393233585535768,128.4644077448747
0.23076923076923078,0.0,0.004345110988065872,128.4644077448747
0.2358974358974359,0.0,0.005065830484248099,128.4644077448747
0.24102564102564103,0.0,0.005482923832854243,128.4644077448747
0.24102564102564103,0.0,0.005226715235739137,128.4644077448747
0.24615384615384617,0.0,0.0021536101268168416,128.4644077448747
0.24615384615384617,0.0,0.003440791787189086,128.4644077448747
0.2512820512820513,0.0,0.001841184747239773,128.4644077448747
0.2512820512820513,0.0,0.0033527086411805616,128.4644077448747
0.2512820512820513,0.0,0.0017255058543197534,128.4644077448747
0.2564102564102564,0.0,0.002246470478735948,128.4644077448747
0.2564102564102564,0.0,0.0032944194034757934,128.4644077448747
0.2564102564102564,1.0,0.013567329864585772,128.4644077448747
0.26153846153846155,0.0,0.011600925787251718,128.4644077448747
0.26153846153846155,0.0,0.017707431287946496,128.4644077448747
0.26153846153846155,0.0,0.010721484119018361,128.4644077448747
0.26666666666666666,0.0,0.01037195586295676,128.4644077448747
0.26666666666666666,0.0,0.00452077970955162,128.4644077448747
